run_id,seed,optimizer,batch_size,dropout,weight_decay,best_val_accuracy,best_val_loss,test_accuracy,test_loss
0,42,sgd,128,0.0,0.0,0.45795555555555556,1.5019396335177952,0.45516666666666666,1.504285645972358
1,42,sgd,128,0.0,0.0001,0.4574666666666667,1.4945188284979927,0.4583,1.500982940419515
2,42,sgd,128,0.1,0.0,0.4603,1.4927106548945108,0.4572333333333333,1.4985453760782879
3,42,sgd,128,0.1,0.0001,0.45918888888888887,1.4931974554697673,0.4603555555555556,1.494849928410848
4,42,sgd,128,0.5,0.0,0.45715555555555554,1.5005650198618572,0.45695555555555556,1.501472010845608
5,42,sgd,128,0.5,0.0001,0.4566777777777778,1.4993980377515157,0.45692222222222223,1.5039635224660237
6,42,sgd,256,0.0,0.0,0.4239222222222222,1.5740742186016508,0.42541111111111113,1.5741194497850206
7,42,sgd,256,0.0,0.0001,0.4230888888888889,1.5747546769036187,0.42415555555555556,1.5734783203336928
8,42,sgd,256,0.1,0.0,0.4255888888888889,1.5701509327782526,0.42445555555555553,1.5729639007144505
9,42,sgd,256,0.1,0.0001,0.42514444444444444,1.566884941567315,0.4272111111111111,1.5667679157680936
10,42,sgd,256,0.5,0.0,0.4246,1.5741566636191473,0.42362222222222223,1.5722931771596274
11,42,sgd,256,0.5,0.0001,0.4263888888888889,1.5661461845186022,0.4255555555555556,1.567751866531372
12,42,adamw,128,0.0,0.0,0.47867777777777776,1.4835083095550536,0.4801111111111111,1.487420623842875
13,42,adamw,128,0.0,0.0001,0.4769,1.491905073759291,0.4746888888888889,1.4961510886298286
14,42,adamw,128,0.1,0.0,0.47765555555555556,1.504662533823649,0.47817777777777776,1.5066508004082573
15,42,adamw,128,0.1,0.0001,0.4769888888888889,1.492765368991428,0.4760111111111111,1.4977371449788413
16,42,adamw,128,0.5,0.0,0.4814,1.4454151410208809,0.48212222222222223,1.4491034183396234
17,42,adamw,128,0.5,0.0001,0.4795,1.484229155476888,0.47465555555555555,1.492483179198371
18,42,adamw,256,0.0,0.0,0.4555777777777778,1.5487410536872015,0.45576666666666665,1.5515696002324422
19,42,adamw,256,0.0,0.0001,0.4586,1.5677122534010146,0.45863333333333334,1.5699419428719414
20,42,adamw,256,0.1,0.0,0.45463333333333333,1.5833727847629124,0.4550666666666667,1.5803128467771743
21,42,adamw,256,0.1,0.0001,0.4566,1.5724779531266955,0.45745555555555556,1.5732859566794501
22,42,adamw,256,0.5,0.0,0.4588333333333333,1.567299682574802,0.4577888888888889,1.5724698577245078
23,42,adamw,256,0.5,0.0001,0.45807777777777775,1.55486036307017,0.45753333333333335,1.5604602153778075
